25 0
25 518.807
25 -nan
25 584
25 -nan
25 578.8
25 -nan
25 1373.75
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 251.636
25 -nan
25 -nan
25 -nan
25 608.1
25 -nan
25 -nan
25 2544.8
25 919.071
25 -nan
25 493.95
25 -nan
25 1655.36
25 957.667
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 637.235
25 -nan
25 613.4
25 -nan
25 614.68
25 3465.33
25 -nan
25 -nan
25 667.786
25 -nan
25 -nan
25 2544.8
25 919.071
25 -nan
25 493.95
25 -nan
25 1655.36
25 957.667
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 637.235
25 -nan
25 613.4
25 -nan
25 614.68
25 3465.33
25 -nan
25 -nan
25 667.786
25 -nan
25 -nan
25 2544.8
25 919.071
25 -nan
25 493.95
25 -nan
25 1655.36
25 957.667
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 637.235
25 -nan
25 613.4
25 -nan
25 614.68
25 3465.33
25 -nan
25 -nan
25 667.786
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 939.465
25 1002.64
25 -nan
25 707.333
25 1139.19
25 -nan
25 954.11
25 -nan
25 -nan
25 1770.65
25 1083.27
25 -nan
25 -nan
25 1303.61
25 -nan
25 -nan
25 728.405
25 1372.95
25 -nan
25 1826.42
25 969.337
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 1255.29
25 1008.93
25 -nan
25 -nan
25 1561.16
25 1487.8
25 1219.42
25 1636.95
25 1358.92
25 1614.36
25 1381.84
25 1878.12
25 1812.32
25 3629.25
25 1797.56
25 1083.92
25 1122.52
25 2741.54
25 1491.04
25 1253.33
25 1107.94
25 -nan
25 2151.73
25 -nan
25 -nan
25 -nan
25 1585.55
25 1226.84
25 1728.61
25 -nan
25 1878.77
25 0
25 1517.96
25 2175.46
25 2141.83
25 -nan
25 1282.31
25 1196.19
25 912.29
25 828.922
25 -nan
25 691.878
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 459.035
25 -nan
25 470.917
25 -nan
25 -nan
25 0
25 -nan
25 778.862
25 -nan
25 -nan
25 -nan
25 445.178
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
