25 0
25 0
25 -nan
25 42.8571
25 -nan
25 0
25 -nan
25 0
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 0
25 -nan
25 -nan
25 -nan
25 0
25 -nan
25 -nan
25 16.6667
25 0
25 -nan
25 0
25 -nan
25 0
25 0
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 26.087
25 -nan
25 0
25 -nan
25 13.7931
25 50
25 -nan
25 -nan
25 0
25 -nan
25 -nan
25 16.6667
25 0
25 -nan
25 0
25 -nan
25 0
25 0
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 26.087
25 -nan
25 0
25 -nan
25 13.7931
25 50
25 -nan
25 -nan
25 0
25 -nan
25 -nan
25 16.6667
25 0
25 -nan
25 0
25 -nan
25 0
25 0
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 26.087
25 -nan
25 0
25 -nan
25 13.7931
25 50
25 -nan
25 -nan
25 0
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 98.7183
25 95.549
25 -nan
25 97.3094
25 94.7583
25 -nan
25 94.4642
25 -nan
25 -nan
25 95.5651
25 97.2786
25 -nan
25 -nan
25 91.7706
25 -nan
25 -nan
25 96.8121
25 98.6293
25 -nan
25 97.8751
25 96.5126
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 94.3443
25 96.5947
25 -nan
25 -nan
25 97.5298
25 94.5191
25 98.1188
25 98.8377
25 95.8977
25 97.8927
25 96.6046
25 94.4518
25 97.019
25 99.262
25 97.9483
25 97.8843
25 97.843
25 99.1396
25 96.9492
25 96.014
25 93.457
25 -nan
25 98.4507
25 -nan
25 -nan
25 -nan
25 93.9751
25 95.5798
25 96.0615
25 -nan
25 99.0233
25 0
25 92.3408
25 97.5434
25 99.1608
25 -nan
25 90.1757
25 88.8378
25 97.323
25 98.5044
25 100
25 98.3047
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 0
25 -nan
25 0
25 -nan
25 -nan
25 0
25 -nan
25 0
25 -nan
25 -nan
25 -nan
25 0
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
25 -nan
