200 100
200 100
200 100
200 99.9751
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 99.9917
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 99.9502
200 100
200 100
200 100
200 99.9668
200 99.9751
200 100
200 100
200 100
200 100
200 100
200 99.9917
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 99.9502
200 100
200 100
200 100
200 99.9668
200 99.9751
200 100
200 100
200 100
200 100
200 100
200 99.9917
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 99.9502
200 100
200 100
200 100
200 99.9668
200 99.9751
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 96.0747
200 98.8551
200 100
200 98.9713
200 98.3502
200 100
200 97.7956
200 100
200 100
200 99.2083
200 97.6699
200 100
200 100
200 99.5639
200 100
200 100
200 96.9766
200 98.1239
200 100
200 97.2705
200 97.1793
200 100
200 100
200 100
200 100
200 100
200 97.9893
200 98.7595
200 100
200 100
200 97.6416
200 98.1237
200 97.8859
200 95.0112
200 98.08
200 98.9099
200 99.0592
200 97.712
200 99.2363
200 96.5568
200 98.6251
200 96.2987
200 95.984
200 98.4022
200 99.0848
200 97.0709
200 97.9584
200 100
200 99.2544
200 100
200 100
200 100
200 98.4693
200 98.224
200 98.9333
200 100
200 98.5942
200 100
200 97.4795
200 98.2635
200 99.2437
200 100
200 97.5915
200 98.5568
200 98.7979
200 96.4171
200 99.9989
200 94.928
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
200 100
